"Stay At Home Order","State-Mandated School Closures","start_date","b1","initial.infected","loss"
0.76,0.2,2020-03-27,0.2,2,0.985361532019284
0.77,0.2,2020-03-27,0.2,2,0.985361532019284
0.78,0.2,2020-03-27,0.2,2,0.985361532019284
0.79,0.2,2020-03-27,0.2,2,0.985361532019284
0.8,0.2,2020-03-27,0.2,2,0.985361532019284
0.81,0.2,2020-03-27,0.2,2,0.985361532019284
0.82,0.2,2020-03-27,0.2,2,0.985361532019284
0.83,0.2,2020-03-27,0.2,2,0.985361532019284
0.84,0.2,2020-03-27,0.2,2,0.985361532019284
0.85,0.2,2020-03-27,0.2,2,0.985361532019284
0.86,0.2,2020-03-27,0.2,2,0.985361532019284
0.87,0.2,2020-03-27,0.2,2,0.985361532019284
0.88,0.2,2020-03-27,0.2,2,0.985361532019284
0.89,0.2,2020-03-27,0.2,2,0.985361532019284
0.9,0.2,2020-03-27,0.2,2,0.985361532019284
0.91,0.2,2020-03-27,0.2,2,0.985361532019284
0.92,0.2,2020-03-27,0.2,2,0.985361532019284
0.93,0.2,2020-03-27,0.2,2,0.985361532019284
0.94,0.2,2020-03-27,0.2,2,0.985361532019284
0.95,0.2,2020-03-27,0.2,2,0.985361532019284
0.55,0.3,2020-03-27,0.2,2,0.990469303746915
0.56,0.3,2020-03-27,0.2,2,0.990469303746915
0.57,0.3,2020-03-27,0.2,2,0.990469303746915
0.58,0.3,2020-03-27,0.2,2,0.990469303746915
0.59,0.3,2020-03-27,0.2,2,0.990469303746915
0.6,0.3,2020-03-27,0.2,2,0.990469303746915
0.61,0.3,2020-03-27,0.2,2,0.990469303746915
0.62,0.3,2020-03-27,0.2,2,0.990469303746915
0.63,0.3,2020-03-27,0.2,2,0.990469303746915
0.64,0.3,2020-03-27,0.2,2,0.990469303746915
0.65,0.3,2020-03-27,0.2,2,0.990469303746915
0.66,0.3,2020-03-27,0.2,2,0.990469303746915
0.67,0.3,2020-03-27,0.2,2,0.990469303746915
0.68,0.3,2020-03-27,0.2,2,0.990469303746915
0.69,0.3,2020-03-27,0.2,2,0.990469303746915
0.7,0.3,2020-03-27,0.2,2,0.990469303746915
0.71,0.3,2020-03-27,0.2,2,0.990469303746915
0.72,0.3,2020-03-27,0.2,2,0.990469303746915
0.73,0.3,2020-03-27,0.2,2,0.990469303746915
0.74,0.3,2020-03-27,0.2,2,0.990469303746915
0.75,0.3,2020-03-27,0.2,2,0.990469303746915
0.76,0.3,2020-03-27,0.2,2,0.990469303746915
0.77,0.3,2020-03-27,0.2,2,0.990469303746915
0.78,0.3,2020-03-27,0.2,2,0.990469303746915
0.79,0.3,2020-03-27,0.2,2,0.990469303746915
0.8,0.3,2020-03-27,0.2,2,0.990469303746915
0.81,0.3,2020-03-27,0.2,2,0.990469303746915
0.82,0.3,2020-03-27,0.2,2,0.990469303746915
0.83,0.3,2020-03-27,0.2,2,0.990469303746915
0.84,0.3,2020-03-27,0.2,2,0.990469303746915
0.85,0.3,2020-03-27,0.2,2,0.990469303746915
0.86,0.3,2020-03-27,0.2,2,0.990469303746915
0.87,0.3,2020-03-27,0.2,2,0.990469303746915
0.88,0.3,2020-03-27,0.2,2,0.990469303746915
0.89,0.3,2020-03-27,0.2,2,0.990469303746915
0.9,0.3,2020-03-27,0.2,2,0.990469303746915
0.91,0.3,2020-03-27,0.2,2,0.990469303746915
0.92,0.3,2020-03-27,0.2,2,0.990469303746915
0.93,0.3,2020-03-27,0.2,2,0.990469303746915
0.94,0.3,2020-03-27,0.2,2,0.990469303746915
0.95,0.3,2020-03-27,0.2,2,0.990469303746915
